LSOA11CD,LSOA11NM,area,NO2,NOx,PM25,PM10,AQ,IMD,IMD_R,population,pop_density,LAD11NM
E01000526,Brent 025D,0.139588174,30.38958921,49.23392662,11.03658527,17.53543432,254.2949238,42.123,2,2438,17465.663,Brent
E01000527,Brent 025E,0.127697919,29.25026051,45.26854796,10.86968687,16.87659772,264.4073196,34.204,2,2195,17189.00374,Brent
E01000528,Brent 025F,0.10755211,30.46545767,49.32612545,11.06562186,17.71121854,253.1424748,46.028,1,1595,14830.02049,Brent
E01000530,Brent 033A,0.177358011,30.72581404,49.03916131,11.0536238,17.17274055,255.242442,15.596,6,1712,9652.792081,Brent
E01000531,Brent 033B,0.106828492,31.84955436,52.56530846,11.2380959,17.74087941,246.6184718,25.279,4,1974,18478.21654,Brent
E01000532,Brent 033C,0.103475693,31.89641162,52.81734939,11.27550559,17.75551616,246.0182959,22.1,4,1534,14824.73761,Brent
E01000533,Brent 031E,0.184777315,30.57954026,49.21235687,11.04995444,17.34681999,254.6455571,38.611,2,2271,12290.46975,Brent
E01000534,Brent 033D,0.153529121,29.63473441,46.06312792,10.91307739,16.84805845,262.617541,19.424,5,1606,10460.55618,Brent
E01000535,Brent 031F,0.190266168,32.30144375,54.3125918,11.28713509,17.92436425,243.4641621,29.612,3,2134,11215.86679,Brent
E01000536,Brent 004A,0.335921888,26.19953467,39.73801661,10.39678097,15.78120395,286.8709683,11.259,8,1594,4745.150749,Brent
E01000538,Brent 004B,0.396639124,24.79929039,35.29553585,10.1889907,15.27440399,301.8402315,9.585,8,1512,3812.029395,Brent
E01000539,Brent 004C,0.282026894,25.67008332,37.63839362,10.31605219,15.5737232,292.9997362,9.401,8,1580,5602.302589,Brent
E01000540,Brent 004D,0.377977359,25.69923061,37.87904882,10.29112471,15.44561079,293.4440821,10.46,8,1401,3706.571217,Brent
E01000541,Brent 004E,0.241066571,26.58085515,40.81207291,10.46563693,16.03186514,282.6769002,14.775,6,1367,5670.632773,Brent
E01000543,Brent 003E,0.1955746,28.2751156,46.01085746,10.74205216,16.88546747,266.6205997,21.407,5,1497,7654.368195,Brent
E01000544,Brent 034A,0.072646477,31.95386433,50.75029539,11.36189326,17.69771465,247.20701,33.576,2,1681,23139.45651,Brent
E01000545,Brent 028A,0.115149488,31.20792245,50.14186693,11.16684236,17.36919201,251.749341,30.368,3,1886,16378.70938,Brent
E01000546,Brent 028B,0.095394109,31.54281948,50.90636528,11.25170719,17.5063314,249.3380524,22.321,4,1691,17726.46143,Brent
E01000547,Brent 028C,0.076540013,30.26901237,46.85925347,11.078365,16.95884699,258.8797194,22.673,4,1651,21570.41709,Brent
E01000548,Brent 028D,0.107243476,31.94353699,51.79951641,11.30765916,17.70749641,246.7056478,32.72,3,2184,20364.87518,Brent
E01000549,Brent 028E,0.111930946,30.67250468,47.94093008,11.14560164,17.08960818,256.0311681,17.113,6,1835,16394.03635,Brent
E01000550,Brent 034B,0.143391063,32.37612727,53.01049434,11.35643813,17.65051011,244.921076,34.612,2,1929,13452.72128,Brent
E01000551,Brent 034C,0.136210754,32.15232294,51.98133956,11.35794777,17.58764919,246.3421502,41.111,2,2600,19088.06695,Brent
E01000552,Brent 034D,0.087812294,32.58343421,52.6707218,11.46205786,17.90037919,243.1136534,43.404,2,1550,17651.287,Brent
E01000553,Brent 015A,0.143593745,29.92193493,47.73142645,11.03391241,17.22734295,257.868078,29.062,3,2185,15216.54025,Brent
E01000554,Brent 015B,0.214178647,28.31659217,42.62441073,10.74456846,16.40587687,272.4190571,21.039,5,2050,9571.448997,Brent
E01000555,Brent 015C,0.205370941,28.92616733,44.42206678,10.84673481,16.5219797,267.7571848,15.947,6,1645,8009.896588,Brent
E01000556,Brent 015D,0.097213453,32.76586982,57.42803446,11.28780519,17.85378447,240.8281364,32.007,3,2163,22250.0069,Brent
E01000557,Brent 015E,0.116503438,30.1239398,47.96068278,10.99882594,16.93141414,258.8075,23.465,4,1949,16729.1201,Brent
E01000558,Brent 015F,0.17330092,29.65671027,46.107466,10.93431167,16.7677674,262.7278339,26.806,3,1559,8995.913012,Brent
E01000559,Brent 018E,0.112486917,28.94391818,44.50476661,10.84666875,16.55459475,267.480364,22.118,4,1550,13779.38024,Brent
E01000560,Brent 023D,0.210396623,29.26048216,45.07909629,10.86826384,16.59333335,265.8750625,19.077,5,1657,7875.601694,Brent
E01000561,Brent 023E,0.114771884,30.934921,49.62659783,11.10530529,17.20489899,253.8254326,24.708,4,1836,15996.94921,Brent
E01000562,Brent 008A,0.308547952,26.76272648,41.28901643,10.44726861,16.0176816,281.8469995,10.862,8,1452,4705.913587,Brent
E01000563,Brent 008B,0.381486029,27.44600859,43.48167889,10.59513431,16.55232687,273.8582311,9.588,8,1419,3719.664393,Brent
E01000564,Brent 013A,0.207398499,27.22779598,42.06690376,10.51998757,16.36148889,277.526955,17.31,6,1691,8153.385907,Brent
E01000565,Brent 013B,0.187595438,26.90453324,41.47080919,10.48495223,16.1355347,280.3921976,23.892,4,1617,8619.612597,Brent
E01000566,Brent 008C,0.209254187,25.50718993,37.05709715,10.26320043,15.64290034,294.4188249,14.793,6,1507,7201.767476,Brent
E01000567,Brent 016A,0.203006231,25.98167572,38.69811293,10.33321627,15.62637554,290.2071101,18.175,5,1308,6443.151972,Brent
E01000568,Brent 008D,0.802463611,26.4596534,40.86688021,10.39538377,15.90497092,284.1143336,14.257,6,2930,3651.255907,Brent
E01000569,Brent 008E,0.372655583,25.30684228,36.88217926,10.1938353,15.32915829,297.4805465,9.462,8,1417,3802.438671,Brent
E01000570,Brent 012A,0.131844296,26.90867622,40.93608752,10.50380573,16.01565414,281.4925588,24.088,4,1681,12749.88792,Brent
E01000571,Brent 012B,0.352172878,27.00837925,40.91997903,10.57487294,16.18836691,279.8582286,22.247,4,1677,4761.865849,Brent
E01000572,Brent 007A,0.216659119,25.41173764,37.22420464,10.22722815,15.28446842,296.6141905,12.26,7,1389,6410.992557,Brent
E01000573,Brent 007B,0.234160133,25.42140453,36.80060937,10.27027934,15.45585595,295.968887,13.432,7,1610,6875.636693,Brent
E01000574,Brent 007C,0.219289578,25.34827122,36.66071003,10.23522156,15.46571305,296.6369214,10.723,8,1451,6616.821516,Brent
E01000575,Brent 007D,0.273742027,26.37279458,39.2796008,10.3936325,15.84199446,286.7903363,17.369,6,1984,7247.699681,Brent
E01000576,Brent 012C,0.292025383,26.73240533,40.19739684,10.44860698,15.96787985,283.5723858,16.509,6,1724,5903.596408,Brent
E01000577,Brent 007E,0.343726016,26.37495198,39.32423433,10.38568708,15.96275474,286.1860276,32.606,3,2438,7092.858509,Brent
E01000578,Brent 012D,0.33315018,27.60744789,42.5122204,10.67712947,16.72213911,273.1922857,28.89,3,2173,6522.583893,Brent
E01000579,Brent 032A,0.11285668,31.53098559,51.20935142,11.24484996,17.56860964,248.9012757,28.906,3,1530,13557.01759,Brent
E01000580,Brent 032B,0.446344066,30.02350323,46.29236655,11.02856693,16.8371154,260.815101,20.094,5,2045,4581.667276,Brent
E01000581,Brent 030E,0.164292255,30.21727468,47.30668096,10.99893824,16.94695926,259.1824841,15.538,6,1426,8679.654442,Brent
E01000582,Brent 032C,0.193686515,30.15514835,46.90941615,11.02981906,16.93424038,259.5123363,14.317,6,1712,8839.025277,Brent
E01000583,Brent 032D,0.199078554,32.19787862,52.50403337,11.33792648,17.60378824,245.9278707,21.296,5,2128,10689.24781,Brent
E01000584,Brent 033E,0.124137862,29.87657865,46.31847064,10.94646289,16.82774074,261.7266883,14.526,6,1613,12993.61834,Brent
E01000585,Brent 033F,0.099271758,30.02029947,46.73925391,11.01488553,16.9729502,259.877435,14.234,7,1717,17295.95648,Brent
E01000586,Brent 032E,0.152799879,33.81166593,58.02653469,11.53407565,18.47101898,234.7423755,21.525,5,2591,16956.8197,Brent
E01000587,Brent 001A,0.196930372,26.1547745,38.98220665,10.39029804,15.66022573,288.7074847,15.01,6,1605,8150.088712,Brent
E01000588,Brent 002E,0.347592498,26.46278621,39.71342165,10.43430614,15.91347089,285.2721842,26.149,4,2520,7249.868775,Brent
E01000589,Brent 001B,0.292177986,26.57857056,40.65373025,10.48321138,15.9311939,283.2414553,19.307,5,2182,7468.050649,Brent
E01000590,Brent 001C,0.268196657,25.70860811,37.54422248,10.33011842,15.5603357,292.9933305,18.959,5,1764,6577.263182,Brent
E01000591,Brent 003F,0.319865098,27.27859107,42.612848,10.55140662,16.16734312,277.4242098,20.6,5,2166,6771.604699,Brent
E01000592,Brent 001D,0.199815603,26.61093557,40.47899436,10.44353151,15.83817562,284.1837421,20.65,5,1546,7737.133504,Brent
E01000593,Brent 001E,0.180488229,25.4967812,37.21294213,10.31602573,15.39323036,295.0623386,19.632,5,2165,11995.24208,Brent
E01000594,Brent 001F,0.23957156,26.68019827,40.94692628,10.47828574,15.88185072,282.901285,17.074,6,1797,7500.890355,Brent
E01000595,Brent 027A,0.189934266,29.97427307,47.63788283,10.91735225,17.3012511,258.4155473,45.345,1,1688,8887.285252,Brent
E01000596,Brent 021A,0.197042823,32.64995449,56.69554978,11.3883398,18.93355715,236.760667,46.524,1,1728,8769.667284,Brent
E01000599,Brent 027D,0.089498852,30.37286922,48.69405937,10.98859168,17.67892752,254.583835,51.401,1,1255,14022.52622,Brent
E01000600,Brent 027E,2.026218701,30.85692099,50.31921253,11.05291346,18.26299277,249.5010231,36.846,2,3686,1819.152097,Brent
E01000601,Brent 021B,0.699700676,31.69713948,53.94631851,11.38547429,18.70708487,241.1140656,57.244,1,1449,2070.885523,Brent
E01000602,Brent 021C,0.130413298,32.96123722,58.46720914,11.56765504,19.55463956,231.7636019,39.756,2,1511,11586.24177,Brent
E01000603,Brent 021D,0.120448455,33.79734834,61.06517186,11.70467858,19.64097541,227.7036041,39.051,2,1583,13142.5513,Brent
E01000604,Brent 021E,0.167751185,33.15345367,58.60262584,11.52235714,19.39848323,232.2012592,43.13,2,1739,10366.54375,Brent
E01000605,Brent 021F,0.175145103,34.43128865,62.71792431,11.63159312,19.73597355,226.0081307,45.54,1,1636,9340.826372,Brent
E01000606,Brent 016B,0.2336041,26.12198547,39.2440498,10.33131861,15.60891591,289.1820653,19.696,5,1715,7341.480749,Brent
E01000607,Brent 013C,0.19958564,26.41900733,39.54083716,10.40910374,15.78024029,286.496391,18.814,5,2196,11002.79558,Brent
E01000608,Brent 013D,0.564107664,27.66861081,43.7324523,10.59500982,16.52382497,273.2007572,22.141,4,2426,4300.597483,Brent
E01000609,Brent 016C,0.248889707,26.19621543,39.22987462,10.33332807,15.56087343,289.24752,20.99,5,1953,7846.849216,Brent
E01000610,Brent 019A,0.287115015,26.5769778,39.86806712,10.44388452,15.88235257,284.8577085,24.925,4,2125,7401.215164,Brent
E01000611,Brent 016D,0.120845113,26.40217178,39.56754072,10.3817554,15.69997987,287.1386224,24.049,4,1580,13074.58744,Brent
E01000612,Brent 019B,0.258996928,28.28375793,45.0679645,10.72359062,16.78064398,268.1936002,22.985,4,1651,6374.592981,Brent
E01000613,Brent 013E,0.219973702,25.99633571,38.20653277,10.34382547,15.730788,290.2602245,25.258,4,1816,8255.532284,Brent
E01000615,Brent 017B,0.667499636,27.86579636,42.29172962,10.97062388,18.14290584,264.7032247,19.767,5,2107,3156.55603,Brent
E01000616,Brent 020A,0.170423243,28.90168614,46.5495763,10.9793342,17.47707567,260.4091833,21.621,4,1832,10749.7074,Brent
E01000617,Brent 017C,0.273561981,29.15758241,46.36285418,11.16575616,18.64168489,254.1858741,24.108,4,1704,6228.935744,Brent
E01000618,Brent 017D,0.179960764,28.20728508,43.02859896,10.96842499,17.9371041,263.8959455,21.83,4,1442,8012.857727,Brent
E01000619,Brent 017E,0.21017726,27.97039997,42.16428801,10.88421742,17.5882673,267.4732888,19.435,5,1405,6684.83357,Brent
E01000620,Brent 020B,0.440296353,29.05612653,45.53662268,10.84477924,17.14680389,263.5326279,20.903,5,1706,3874.663028,Brent
E01000621,Brent 020C,0.21548919,31.23821184,52.66150383,11.17082438,18.10885314,246.6408054,25.172,4,1728,8018.963742,Brent
E01000622,Brent 010D,0.628718628,28.42682266,44.06267333,10.74604055,16.7730565,268.8358229,30.14,3,1656,2633.928638,Brent
E01000623,Brent 005C,0.192113562,27.46663316,41.77961506,10.58911274,16.26275928,277.237022,16.12,6,1723,8968.653638,Brent
E01000624,Brent 005D,0.2638025,27.48279807,41.37549591,10.56153835,16.15223318,278.4576009,18.739,5,1745,6614.797055,Brent
E01000625,Brent 009E,0.269096252,29.25067648,47.07217048,10.88755623,17.26885068,260.7465167,22.448,4,1591,5912.382603,Brent
E01000626,Brent 010E,0.202819812,29.117634,46.23211995,10.89573848,17.23189991,261.9425634,43.498,2,1443,7114.689562,Brent
E01000627,Brent 014E,0.225326985,36.15547151,69.8460863,12.12206465,20.96158882,213.2326105,39.15,2,2035,9031.319525,Brent
E01000628,Brent 014F,0.350247203,32.73912279,57.37417593,11.64645245,19.32660506,233.0555131,33.655,2,1892,5401.898961,Brent
E01000629,Brent 005E,0.179120503,27.28547442,41.13002033,10.53570515,16.06176877,279.872319,15.786,6,2042,11400.14665,Brent
E01000630,Brent 026E,0.285593484,28.21785261,44.18774754,10.68149922,16.47928728,270.996282,28.674,3,2699,9450.495739,Brent
E01000631,Brent 019C,0.253223219,26.76358981,39.9081438,10.48180109,16.0210779,283.3497778,16.862,6,2111,8336.518296,Brent
E01000632,Brent 029E,0.285137529,27.57645821,41.59589513,10.5506967,16.27448398,277.4687831,18.641,5,2363,8287.228998,Brent
E01000633,Brent 019D,0.166548724,28.85296649,46.55876093,10.80262946,16.97802717,263.9685044,24.495,4,2333,14007.91275,Brent
E01000634,Brent 019E,0.167859373,27.1676715,41.67667583,10.55673734,16.10236087,279.090568,21.854,4,2726,16239.78428,Brent
E01000635,Brent 020D,0.230997424,30.20070405,51.65854892,10.99909662,17.39820083,253.442247,29.677,3,3010,13030.44835,Brent
E01000636,Brent 020E,0.213823099,28.81678132,45.88842332,10.93476908,17.490697,261.5306385,18.16,5,2254,10541.42426,Brent
E01000637,Brent 022B,0.0710325,29.10344092,44.92137622,10.80868854,16.51848234,267.1634129,23.342,4,1772,24946.32726,Brent
E01000638,Brent 024A,0.288828887,29.28176759,45.33405787,10.83550687,16.78090419,264.9634935,28.948,3,2249,7786.617275,Brent
E01000639,Brent 022C,0.096809752,29.30080203,45.49757482,10.82032542,16.52733785,266.0257476,22.065,4,1995,20607.42796,Brent
E01000640,Brent 024B,0.126348411,31.65612945,53.64317729,11.23225293,18.07943206,244.8345368,26.984,3,2703,21393.22519,Brent
E01000641,Brent 024C,0.109169081,30.32589166,48.88595957,10.99996179,16.98779863,257.3194944,30.752,3,2114,19364.45719,Brent
E01000642,Brent 022D,0.158711843,31.53026137,52.60903461,11.13268057,17.59625456,248.4780772,27.298,3,2500,15751.81762,Brent
E01000643,Brent 024D,0.573936303,28.82860298,43.67450861,10.78121353,16.5686237,269.0796012,51.118,1,2341,4078.849842,Brent
E01000644,Brent 022E,0.12042017,29.47948189,45.88560149,10.88581124,16.86309185,263.2454073,24.997,4,2088,17339.28798,Brent
E01000645,Bromley 007A,0.778711851,23.15098189,32.94311149,9.957404503,14.49393275,317.6656202,4.426,10,1465,1881.312064,Bromley
E01000646,Bromley 016A,0.352751632,24.62599199,37.01335364,10.25851926,15.1261947,299.7064294,8.685,8,1846,5233.143755,Bromley
E01000647,Bromley 016B,0.253494363,23.59813182,34.23194058,10.12178765,14.77209012,310.6785457,6.901,9,1672,6595.807412,Bromley
E01000648,Bromley 016C,0.381686552,24.07012168,36.0124649,10.1714951,14.98224552,304.4973421,6.434,9,1834,4804.989828,Bromley
E01000649,Bromley 007B,0.848097051,23.34507083,34.34532826,9.997331264,14.66854805,312.9761492,9.063,8,1981,2335.817578,Bromley
E01000650,Bromley 022A,0.88443977,21.78233721,29.98406209,9.781457294,14.09043497,332.9295774,11.657,7,1968,2225.137388,Bromley
E01000651,Bromley 020A,0.286367304,22.32477055,31.2597963,9.892700072,14.29797911,325.7335799,9.788,8,1662,5803.735187,Bromley
E01000652,Bromley 022B,0.586364129,22.13185151,31.09226082,9.850642477,14.25573407,327.4298575,6.271,9,1592,2715.036479,Bromley
E01000653,Bromley 016D,0.497993099,24.10044248,35.30891147,10.10400007,14.78295174,307.3281798,9.788,8,1584,3180.766972,Bromley
E01000654,Bromley 039A,1.056008434,17.41136382,21.82465545,9.058529411,12.71540713,396.7399068,7.92,9,1205,1141.089371,Bromley
E01000655,Bromley 039B,0.376098817,17.69879019,22.52650458,9.123083126,12.84701076,390.3318647,10.106,8,1284,3413.996376,Bromley
E01000656,Bromley 039C,3.407990054,18.42473909,23.7997465,9.25823043,13.48233852,375.2967096,6.82,9,1507,442.1961262,Bromley
E01000657,Bromley 039D,0.308826322,18.76168518,25.25857251,9.340992598,13.61661932,366.5980293,12.177,7,1526,4941.28865,Bromley
E01000658,Bromley 042A,2.166297184,18.489853,24.01043606,9.258299423,13.33871176,375.1801682,6.924,9,1232,568.7123674,Bromley
E01000659,Bromley 039E,0.509210769,17.83674801,22.70211451,9.166213026,13.02802996,387.0066715,7.687,9,1455,2857.362979,Bromley
E01000661,Bromley 026A,0.936290273,22.12789971,31.28984825,9.847885799,14.44241233,325.8866797,37.586,2,2720,2905.081979,Bromley
E01000662,Bromley 026B,0.519909417,22.03043328,30.98723601,9.835507572,14.29502118,327.9211618,18.168,5,1874,3604.474048,Bromley
E01000663,Bromley 026C,0.313615489,21.59232137,30.06671943,9.783448331,14.1147267,333.2561914,17.592,6,1716,5471.668531,Bromley
E01000664,Bromley 026D,0.802660147,20.77306718,27.79472468,9.632510347,13.8953275,345.1243593,19.015,5,1693,2109.236402,Bromley
E01000665,Bromley 033A,0.837970671,21.76227918,30.7505919,9.787478286,14.39994185,329.2278893,11.279,8,1834,2188.620751,Bromley
E01000666,Bromley 033B,2.973913919,20.29827026,27.52402776,9.509495781,13.70752498,350.2865141,5.577,10,1856,624.0933836,Bromley
E01000667,Bromley 033C,1.060584745,21.72385305,31.51967137,9.743862793,14.29081257,328.7403511,6.865,9,1641,1547.259667,Bromley
E01000668,Bromley 020B,0.699742992,22.70357489,32.4070784,9.979254663,14.58893256,319.4509541,11.493,7,2109,3013.963731,Bromley
E01000669,Bromley 020C,0.172327854,22.65945475,32.55325084,9.966478306,14.52083255,319.8221846,8.753,8,1672,9702.43615,Bromley
E01000670,Bromley 018A,0.485023002,23.99699937,35.76411914,10.17818646,15.06827151,304.5918338,5.899,10,2135,4401.853092,Bromley
E01000671,Bromley 020D,0.346367769,24.67947304,37.91186177,10.29722312,15.34779161,296.6387892,10.594,8,2385,6885.744618,Bromley
E01000672,Bromley 011A,0.328871443,23.93619038,34.29579869,10.14068033,14.89385891,308.6635152,7.586,9,1741,5293.8619,Bromley
E01000673,Bromley 011B,0.474272765,23.57833825,33.38283927,10.06190055,14.70763992,313.2461442,8.286,9,1576,3322.982294,Bromley
E01000674,Bromley 008A,0.199970432,24.569718,36.57330615,10.2755777,15.21563158,299.9307804,12.232,7,1810,9051.338141,Bromley
E01000675,Bromley 018B,0.576908856,25.63939358,40.67575778,10.46396203,15.66800682,287.0809962,10.154,8,2332,4042.232976,Bromley
E01000676,Bromley 008B,0.32647601,26.87745346,44.24709317,10.61646847,16.1664362,275.9810992,20.773,5,2135,6539.531043,Bromley
E01000677,Bromley 018C,0.384067063,24.56647784,36.9142129,10.2551297,15.15201664,299.9193474,13.342,7,1975,5142.331091,Bromley
E01000678,Bromley 016E,0.297025356,24.93125824,38.37129835,10.3658543,15.445359,294.1523035,8.932,8,1916,6450.627748,Bromley
E01000679,Bromley 020E,0.292181471,23.05302036,33.14782281,10.06379491,14.65710042,315.6509079,8.841,8,1796,6146.864808,Bromley
E01000680,Bromley 037A,8.253727197,18.66290443,24.4528837,9.216538513,13.06974849,375.0804739,9.169,8,1632,197.7288516,Bromley
E01000681,Bromley 035A,0.314355951,20.21826974,27.36672823,9.563153955,13.6252482,351.0971539,2.655,10,1812,5764.166372,Bromley
E01000682,Bromley 035B,0.28717582,21.09711963,30.21626334,9.701564334,14.07386974,335.8152962,4.327,10,1589,5533.195651,Bromley
E01000683,Bromley 035C,0.25584771,20.60986969,28.65613474,9.628472392,13.81808817,343.9987923,12.312,7,1634,6386.611773,Bromley
E01000684,Bromley 035D,0.409402666,19.84712449,26.75363491,9.491956289,13.48480028,356.1706568,3.543,10,2175,5312.61807,Bromley
E01000685,Bromley 037B,1.104672529,19.49976025,26.13569372,9.394963856,13.39708791,361.2182027,12.631,7,1576,1426.667142,Bromley
E01000686,Bromley 037C,0.443730022,21.58185694,32.04555425,9.737595655,14.20270317,328.7488126,7.29,9,1524,3434.520824,Bromley
E01000687,Bromley 037D,0.574403868,20.4481112,29.24429047,9.534946267,13.785975,344.2803737,6.541,9,1622,2823.797139,Bromley
E01000688,Bromley 037E,0.923542358,19.06919298,25.16578633,9.321316464,13.22722459,368.3634068,2.568,10,1367,1480.170333,Bromley
E01000689,Bromley 002A,1.384487949,22.57230954,31.17033699,9.868138144,14.3273833,325.1293431,21.75,4,1482,1070.431853,Bromley
E01000690,Bromley 002B,0.332453795,23.27311947,33.11073149,10.02756805,14.65410556,315.3571316,7.176,9,1400,4211.111504,Bromley
E01000691,Bromley 002C,0.243395924,23.90025516,34.87366418,10.14916233,14.95261401,307.3231882,13.121,7,1608,6606.519839,Bromley
E01000692,Bromley 002D,0.352496773,24.03204813,35.55824125,10.10090536,14.95413529,306.1534449,6.716,9,1657,4700.752257,Bromley
E01000693,Bromley 010A,2.66861349,22.71384123,32.37256644,9.879760484,14.45485324,321.20056,11.702,7,1635,612.6777093,Bromley
E01000694,Bromley 007C,1.024589546,22.99093581,32.14294111,9.962575326,14.46994812,319.9104505,7.762,9,2218,2164.769306,Bromley
E01000695,Bromley 007D,0.755356308,22.61464427,31.46146518,9.887429343,14.33392064,324.1279415,7.554,9,1644,2176.456306,Bromley
E01000696,Bromley 007E,2.042304043,22.48786238,31.76644637,9.850184415,14.35625868,324.1083506,7.31,9,1562,764.8224589,Bromley
E01000697,Bromley 007F,0.511554259,23.65167316,35.09930807,10.05775152,14.83382714,309.1687875,3.492,10,1750,3420.946985,Bromley
E01000698,Bromley 010B,1.13237153,21.89074047,30.69294635,9.800379447,14.17158945,330.1859961,14.009,7,1108,978.4774433,Bromley
E01000699,Bromley 015A,0.136607204,27.41259916,43.61035143,10.67500549,16.27153875,274.4683354,20.128,5,1591,11646.53074,Bromley
E01000700,Bromley 013A,0.200523559,24.25147405,34.4538987,10.22332251,14.98768491,306.1881013,13.73,7,1619,8073.864298,Bromley
E01000701,Bromley 015B,0.132306309,24.80110644,35.71888568,10.30001555,15.19955263,300.5645204,12.788,7,1386,10475.6909,Bromley
E01000702,Bromley 013B,0.139094859,25.52934777,38.19647965,10.4055863,15.51160128,292.1062927,10.113,8,1507,10834.33288,Bromley
E01000703,Bromley 013C,0.237162653,26.34092487,41.10718493,10.52746618,15.84216293,283.3263419,10.469,8,1773,7475.881962,Bromley
E01000704,Bromley 015C,0.330223252,25.26123395,37.21585645,10.37814347,15.40173776,295.1203398,10.323,8,1443,4369.771033,Bromley
E01000705,Bromley 015D,0.150382206,25.64136716,38.29184582,10.43937374,15.66985879,290.5676915,16.348,6,1399,9302.962366,Bromley
E01000706,Bromley 013D,0.297940958,25.03667423,36.75943612,10.33603231,15.2793778,297.462768,16.599,6,1356,4551.237295,Bromley
E01000707,Bromley 041A,0.155468829,24.82508651,36.54889359,10.31086045,15.19296425,299.0710995,3.318,10,1593,10246.42694,Bromley
E01000708,Bromley 041B,0.236641604,25.76890465,39.35776735,10.42128111,15.48887618,289.8020683,7.865,9,1700,7183.859341,Bromley
E01000709,Bromley 006A,0.251376758,25.80068927,39.212609,10.45366911,15.6091046,289.0261165,16.171,6,1387,5517.614314,Bromley
E01000710,Bromley 006B,0.545033141,24.79825359,35.70435002,10.26653416,15.17645702,301.0090842,10.333,8,2157,3957.557507,Bromley
E01000711,Bromley 006C,0.278740771,24.895222,36.1456209,10.27837022,15.14411458,300.0777153,11.785,7,2055,7372.441392,Bromley
E01000712,Bromley 012A,0.358944924,24.6159245,35.84249783,10.23085848,15.06520008,302.2127672,7.002,9,1824,5081.559526,Bromley
E01000713,Bromley 012B,0.418116487,23.87272469,33.96527857,10.1027047,14.80253267,310.3241037,8.117,9,1849,4422.212609,Bromley
E01000714,Bromley 006D,0.32721925,27.4932646,44.61169366,10.69027056,16.26640227,273.0783209,9.987,8,2392,7310.083381,Bromley
E01000715,Bromley 012C,0.303312001,25.39666541,38.63426224,10.38005042,15.51096173,292.0367185,6.57,9,1799,5931.18635,Bromley
E01000716,Bromley 011C,0.401552548,24.15553483,35.23592954,10.16301399,15.00757845,305.4943272,7.53,9,1666,4148.896597,Bromley
E01000717,Bromley 011D,0.309326408,24.43031488,36.21656132,10.20476855,15.1166391,302.0645324,8.436,9,1746,5644.522922,Bromley
E01000718,Bromley 006E,0.337546881,25.04954008,36.42318212,10.30759518,15.29484632,298.125722,27.328,3,2272,6730.916879,Bromley
E01000719,Bromley 019A,0.348004351,22.57809909,33.38465488,9.925953693,14.49914097,318.9475353,25.428,4,2088,5999.924979,Bromley
E01000720,Bromley 019B,7.518287702,19.60830103,25.73655396,9.357950581,13.26901582,363.2966166,43.281,2,1883,250.4559648,Bromley
E01000721,Bromley 019C,0.270736723,20.65508989,28.10151143,9.608502055,13.71417119,346.1869115,43.217,2,1575,5817.459791,Bromley
E01000722,Bromley 023A,0.578632125,22.02493503,31.80603408,9.870388809,14.3123123,325.7195839,23.575,4,1823,3150.533681,Bromley
E01000723,Bromley 029A,0.417504588,19.849848,26.47398919,9.471647903,13.43215462,357.5803719,13.714,7,1204,2883.800644,Bromley
E01000724,Bromley 019D,0.412414717,20.3073236,27.18604689,9.561354324,13.59685192,351.4575186,36.128,2,1967,4769.470915,Bromley
E01000725,Bromley 023B,0.340126721,21.64101578,30.83117816,9.796550834,14.14748687,330.9686921,27.914,3,1790,5262.744407,Bromley
E01000726,Bromley 029B,0.280149171,20.61346195,28.10432286,9.619937234,13.70571411,346.2932152,16.178,6,1291,4608.259222,Bromley
E01000727,Bromley 028A,0.3880029,22.17177206,32.40169774,9.877850369,14.37140418,323.5232323,14.486,6,1683,4337.596451,Bromley
E01000728,Bromley 019E,2.730343855,21.68901505,30.31376753,9.629745946,13.95613961,334.8038056,21.443,5,1609,589.3030641,Bromley
E01000729,Bromley 014A,0.261877145,21.73763377,30.23966355,9.782875476,14.11043933,332.3445731,40.937,2,2099,8015.208813,Bromley
E01000730,Bromley 014B,0.368813874,22.09341044,31.70699713,9.875054947,14.3077729,325.6731887,41.8,2,1847,5007.946102,Bromley
E01000731,Bromley 023C,0.233509374,21.3319291,29.40887123,9.766143146,13.98095794,336.8545217,29.743,3,1468,6286.685518,Bromley
E01000732,Bromley 023D,0.35437531,21.64576533,30.43272565,9.803735536,14.09866844,332.1079854,14.361,6,1471,4150.966392,Bromley
E01000733,Bromley 023E,0.371842228,21.23163391,29.24485446,9.760666234,13.93807152,337.9774095,19.956,5,1631,4386.268905,Bromley
E01000734,Bromley 028B,0.320149124,21.37429872,29.79702414,9.768660419,14.01630649,335.4879876,11.971,7,1407,4394.826953,Bromley
E01000735,Bromley 014C,0.511834813,23.82303328,35.98514277,9.995245199,14.87743023,307.4437665,30.057,3,1539,3006.829468,Bromley
E01000736,Bromley 010C,0.398828551,21.68616636,29.9148659,9.761587071,14.07671419,333.722218,21.883,4,1704,4272.512579,Bromley
E01000737,Bromley 010D,0.363233843,21.5223366,29.64220107,9.757472967,14.04250031,335.2481704,32.209,3,1341,3691.836613,Bromley
